month;mort_pad_att;UF;capital;regiao
2013 Jun;1,3373;MS;Campo Grande;Centro Oeste
2013 Jul;1,7123;MS;Campo Grande;Centro Oeste
2013 Aug;2,8219;MS;Campo Grande;Centro Oeste
2013 Sep;1,7239;MS;Campo Grande;Centro Oeste
2013 Oct;1,7291;MS;Campo Grande;Centro Oeste
2013 Nov;2,6382;MS;Campo Grande;Centro Oeste
2013 Dec;2,2899;MS;Campo Grande;Centro Oeste
2014 Jan;1,8822;MS;Campo Grande;Centro Oeste
2014 Feb;2,9015;MS;Campo Grande;Centro Oeste
2014 Mar;2,2825;MS;Campo Grande;Centro Oeste
2014 Apr;2,5094;MS;Campo Grande;Centro Oeste
2014 May;1,9559;MS;Campo Grande;Centro Oeste
2014 Jun;2,6166;MS;Campo Grande;Centro Oeste
2014 Jul;2,1874;MS;Campo Grande;Centro Oeste
2014 Aug;1,8253;MS;Campo Grande;Centro Oeste
2014 Sep;1,4763;MS;Campo Grande;Centro Oeste
2014 Oct;2,5138;MS;Campo Grande;Centro Oeste
2014 Nov;1,3695;MS;Campo Grande;Centro Oeste
2014 Dec;2,2577;MS;Campo Grande;Centro Oeste
2015 Jan;1,5702;MS;Campo Grande;Centro Oeste
2015 Feb;1,7298;MS;Campo Grande;Centro Oeste
2015 Mar;1,5945;MS;Campo Grande;Centro Oeste
2015 Apr;2,3335;MS;Campo Grande;Centro Oeste
2015 May;1,5436;MS;Campo Grande;Centro Oeste
2015 Jun;1,6146;MS;Campo Grande;Centro Oeste
2015 Jul;2,4475;MS;Campo Grande;Centro Oeste
2015 Aug;1,9835;MS;Campo Grande;Centro Oeste
2015 Sep;2,3073;MS;Campo Grande;Centro Oeste
2015 Oct;1,8307;MS;Campo Grande;Centro Oeste
2015 Nov;1,4773;MS;Campo Grande;Centro Oeste
2015 Dec;1,6343;MS;Campo Grande;Centro Oeste
2016 Jan;1,4041;MS;Campo Grande;Centro Oeste
2016 Feb;1,6495;MS;Campo Grande;Centro Oeste
2016 Mar;1,1952;MS;Campo Grande;Centro Oeste
2016 Apr;2,3769;MS;Campo Grande;Centro Oeste
2016 May;1,1403;MS;Campo Grande;Centro Oeste
2016 Jun;2,2095;MS;Campo Grande;Centro Oeste
2016 Jul;2,4969;MS;Campo Grande;Centro Oeste
2016 Aug;1,81;MS;Campo Grande;Centro Oeste
2016 Sep;1,3348;MS;Campo Grande;Centro Oeste
2016 Oct;2,1428;MS;Campo Grande;Centro Oeste
2016 Nov;1,1832;MS;Campo Grande;Centro Oeste
2016 Dec;1,6659;MS;Campo Grande;Centro Oeste
2017 Jan;1,4268;MS;Campo Grande;Centro Oeste
2017 Feb;1,1302;MS;Campo Grande;Centro Oeste
2017 Mar;1,6487;MS;Campo Grande;Centro Oeste
2017 Apr;2,3767;MS;Campo Grande;Centro Oeste
2017 May;1,776;MS;Campo Grande;Centro Oeste
2017 Jun;0,5729;MS;Campo Grande;Centro Oeste
2017 Jul;1,1178;MS;Campo Grande;Centro Oeste
2017 Aug;1,3691;MS;Campo Grande;Centro Oeste
2017 Sep;2,456;MS;Campo Grande;Centro Oeste
2017 Oct;0,9484;MS;Campo Grande;Centro Oeste
2017 Nov;1,2687;MS;Campo Grande;Centro Oeste
2017 Dec;1,3835;MS;Campo Grande;Centro Oeste
2018 Jan;1,4198;MS;Campo Grande;Centro Oeste
2018 Feb;1,6689;MS;Campo Grande;Centro Oeste
2018 Mar;1,0086;MS;Campo Grande;Centro Oeste
2018 Apr;1,1395;MS;Campo Grande;Centro Oeste
2018 May;1,4786;MS;Campo Grande;Centro Oeste
2018 Jun;1,5485;MS;Campo Grande;Centro Oeste
2018 Jul;1,6135;MS;Campo Grande;Centro Oeste
2018 Aug;1,0532;MS;Campo Grande;Centro Oeste
2018 Sep;1,1867;MS;Campo Grande;Centro Oeste
2018 Oct;1,7924;MS;Campo Grande;Centro Oeste
2018 Nov;1,5361;MS;Campo Grande;Centro Oeste
2018 Dec;0,9412;MS;Campo Grande;Centro Oeste
2019 Jan;1,2113;MS;Campo Grande;Centro Oeste
2019 Feb;1,2599;MS;Campo Grande;Centro Oeste
2019 Mar;1,6245;MS;Campo Grande;Centro Oeste
2019 Apr;1,3709;MS;Campo Grande;Centro Oeste
2019 May;0,9376;MS;Campo Grande;Centro Oeste
2019 Jun;1,0211;MS;Campo Grande;Centro Oeste
2019 Jul;1,5824;MS;Campo Grande;Centro Oeste
2019 Aug;1,5807;MS;Campo Grande;Centro Oeste
2019 Sep;1,4205;MS;Campo Grande;Centro Oeste
2019 Oct;1,4152;MS;Campo Grande;Centro Oeste
2019 Nov;1,3792;MS;Campo Grande;Centro Oeste
2019 Dec;1,5112;MS;Campo Grande;Centro Oeste
2020 Jan;1,4187;MS;Campo Grande;Centro Oeste
2020 Feb;1,0517;MS;Campo Grande;Centro Oeste
2020 Mar;1,0563;MS;Campo Grande;Centro Oeste
2020 Apr;0,909;MS;Campo Grande;Centro Oeste
2020 May;1,5505;MS;Campo Grande;Centro Oeste
2020 Jun;1,1685;MS;Campo Grande;Centro Oeste
2020 Jul;2,1946;MS;Campo Grande;Centro Oeste
2020 Aug;2,3856;MS;Campo Grande;Centro Oeste
2020 Sep;1,8086;MS;Campo Grande;Centro Oeste
2020 Oct;1,7459;MS;Campo Grande;Centro Oeste
2020 Nov;0,8218;MS;Campo Grande;Centro Oeste
2020 Dec;1,5721;MS;Campo Grande;Centro Oeste
2000 Jan;1,8327;MT;Cuiabá;Centro Oeste
2000 Feb;0,8337;MT;Cuiabá;Centro Oeste
2000 Mar;1,4424;MT;Cuiabá;Centro Oeste
2000 Apr;3,0041;MT;Cuiabá;Centro Oeste
2000 May;3,2661;MT;Cuiabá;Centro Oeste
2000 Jun;1,6244;MT;Cuiabá;Centro Oeste
2000 Jul;3,0078;MT;Cuiabá;Centro Oeste
2000 Aug;1,7577;MT;Cuiabá;Centro Oeste
2000 Sep;4,2946;MT;Cuiabá;Centro Oeste
2000 Oct;2,716;MT;Cuiabá;Centro Oeste
2000 Nov;1,2304;MT;Cuiabá;Centro Oeste
2000 Dec;1,4448;MT;Cuiabá;Centro Oeste
2001 Jan;1,1666;MT;Cuiabá;Centro Oeste
2001 Feb;2,1829;MT;Cuiabá;Centro Oeste
2001 Mar;0,6223;MT;Cuiabá;Centro Oeste
2001 Apr;2,7415;MT;Cuiabá;Centro Oeste
2001 May;2,4634;MT;Cuiabá;Centro Oeste
2001 Jun;0,8056;MT;Cuiabá;Centro Oeste
2001 Jul;1,0441;MT;Cuiabá;Centro Oeste
2001 Aug;0,9148;MT;Cuiabá;Centro Oeste
2001 Sep;0,9973;MT;Cuiabá;Centro Oeste
2001 Oct;1,2811;MT;Cuiabá;Centro Oeste
2001 Nov;3,6385;MT;Cuiabá;Centro Oeste
2001 Dec;3,6583;MT;Cuiabá;Centro Oeste
2002 Jan;2,4827;MT;Cuiabá;Centro Oeste
2002 Feb;2,7801;MT;Cuiabá;Centro Oeste
2002 Mar;2,9286;MT;Cuiabá;Centro Oeste
2002 Apr;2,9182;MT;Cuiabá;Centro Oeste
2002 May;3,0075;MT;Cuiabá;Centro Oeste
2002 Jun;2,092;MT;Cuiabá;Centro Oeste
2002 Jul;3,4857;MT;Cuiabá;Centro Oeste
2002 Aug;2,4222;MT;Cuiabá;Centro Oeste
2002 Sep;3,1129;MT;Cuiabá;Centro Oeste
2002 Oct;2,8011;MT;Cuiabá;Centro Oeste
2002 Nov;2,7334;MT;Cuiabá;Centro Oeste
2002 Dec;3,3045;MT;Cuiabá;Centro Oeste
2003 Jan;1,3978;MT;Cuiabá;Centro Oeste
2003 Feb;3,1948;MT;Cuiabá;Centro Oeste
2003 Mar;1,9489;MT;Cuiabá;Centro Oeste
2003 Apr;3,0066;MT;Cuiabá;Centro Oeste
2003 May;2,4526;MT;Cuiabá;Centro Oeste
2003 Jun;2,0336;MT;Cuiabá;Centro Oeste
2003 Jul;2,2021;MT;Cuiabá;Centro Oeste
2003 Aug;3,2555;MT;Cuiabá;Centro Oeste
2003 Sep;1,4317;MT;Cuiabá;Centro Oeste
2003 Oct;1,1664;MT;Cuiabá;Centro Oeste
2003 Nov;2,05;MT;Cuiabá;Centro Oeste
2003 Dec;2,8418;MT;Cuiabá;Centro Oeste
2004 Jan;3,2125;MT;Cuiabá;Centro Oeste
2004 Feb;1,3049;MT;Cuiabá;Centro Oeste
2004 Mar;2,7305;MT;Cuiabá;Centro Oeste
2004 Apr;2,1068;MT;Cuiabá;Centro Oeste
2004 May;3,1694;MT;Cuiabá;Centro Oeste
2004 Jun;2,3541;MT;Cuiabá;Centro Oeste
2004 Jul;1,6416;MT;Cuiabá;Centro Oeste
2004 Aug;1,8145;MT;Cuiabá;Centro Oeste
2004 Sep;3,3703;MT;Cuiabá;Centro Oeste
2004 Oct;2,6957;MT;Cuiabá;Centro Oeste
2004 Nov;2,1752;MT;Cuiabá;Centro Oeste
2004 Dec;2,1014;MT;Cuiabá;Centro Oeste
2005 Jan;2,8138;MT;Cuiabá;Centro Oeste
2005 Feb;1,9683;MT;Cuiabá;Centro Oeste
2005 Mar;2,8729;MT;Cuiabá;Centro Oeste
2005 Apr;2,0117;MT;Cuiabá;Centro Oeste
2005 May;2,1213;MT;Cuiabá;Centro Oeste
2005 Jun;2,1224;MT;Cuiabá;Centro Oeste
2005 Jul;2,4398;MT;Cuiabá;Centro Oeste
2005 Aug;2,2525;MT;Cuiabá;Centro Oeste
2005 Sep;1,5813;MT;Cuiabá;Centro Oeste
2005 Oct;3,2222;MT;Cuiabá;Centro Oeste
2005 Nov;1,1656;MT;Cuiabá;Centro Oeste
2005 Dec;3,0406;MT;Cuiabá;Centro Oeste
2006 Jan;2,8004;MT;Cuiabá;Centro Oeste
2006 Feb;2,772;MT;Cuiabá;Centro Oeste
2006 Mar;2,5047;MT;Cuiabá;Centro Oeste
2006 Apr;2,3384;MT;Cuiabá;Centro Oeste
2006 May;1,4887;MT;Cuiabá;Centro Oeste
2006 Jun;2,7161;MT;Cuiabá;Centro Oeste
2006 Jul;2,5287;MT;Cuiabá;Centro Oeste
2006 Aug;2,6095;MT;Cuiabá;Centro Oeste
2006 Sep;2,543;MT;Cuiabá;Centro Oeste
2006 Oct;1,5759;MT;Cuiabá;Centro Oeste
2006 Nov;1,6241;MT;Cuiabá;Centro Oeste
2006 Dec;4,5669;MT;Cuiabá;Centro Oeste
2007 Jan;2,8091;MT;Cuiabá;Centro Oeste
2007 Feb;3,7438;MT;Cuiabá;Centro Oeste
2007 Mar;2,2304;MT;Cuiabá;Centro Oeste
2007 Apr;2,7945;MT;Cuiabá;Centro Oeste
2007 May;1,897;MT;Cuiabá;Centro Oeste
2007 Jun;2,3;MT;Cuiabá;Centro Oeste
2007 Jul;2,8152;MT;Cuiabá;Centro Oeste
2007 Aug;1,98;MT;Cuiabá;Centro Oeste
2007 Sep;2,1478;MT;Cuiabá;Centro Oeste
2007 Oct;1,4812;MT;Cuiabá;Centro Oeste
2007 Nov;2,1978;MT;Cuiabá;Centro Oeste
2007 Dec;2,902;MT;Cuiabá;Centro Oeste
2008 Jan;2,3688;MT;Cuiabá;Centro Oeste
2008 Feb;1,9006;MT;Cuiabá;Centro Oeste
2008 Mar;1,5399;MT;Cuiabá;Centro Oeste
2008 Apr;2,8396;MT;Cuiabá;Centro Oeste
2008 May;2,1395;MT;Cuiabá;Centro Oeste
2008 Jun;1,7345;MT;Cuiabá;Centro Oeste
2008 Jul;2,9817;MT;Cuiabá;Centro Oeste
2008 Aug;2,0813;MT;Cuiabá;Centro Oeste
2008 Sep;2,553;MT;Cuiabá;Centro Oeste
2008 Oct;1,5413;MT;Cuiabá;Centro Oeste
2008 Nov;2,8754;MT;Cuiabá;Centro Oeste
2008 Dec;3,0064;MT;Cuiabá;Centro Oeste
2009 Jan;1,0245;MT;Cuiabá;Centro Oeste
2009 Feb;2,1577;MT;Cuiabá;Centro Oeste
2009 Mar;2,6115;MT;Cuiabá;Centro Oeste
2009 Apr;1,9826;MT;Cuiabá;Centro Oeste
2009 May;2,318;MT;Cuiabá;Centro Oeste
2009 Jun;2,8718;MT;Cuiabá;Centro Oeste
2009 Jul;2,4948;MT;Cuiabá;Centro Oeste
2009 Aug;3,3967;MT;Cuiabá;Centro Oeste
2009 Sep;2,4019;MT;Cuiabá;Centro Oeste
2009 Oct;2,2582;MT;Cuiabá;Centro Oeste
2009 Nov;2,431;MT;Cuiabá;Centro Oeste
2009 Dec;1,7163;MT;Cuiabá;Centro Oeste
2010 Jan;2,5993;MT;Cuiabá;Centro Oeste
2010 Feb;2,3876;MT;Cuiabá;Centro Oeste
2010 Mar;2,394;MT;Cuiabá;Centro Oeste
2010 Apr;2,7273;MT;Cuiabá;Centro Oeste
2010 May;4,227;MT;Cuiabá;Centro Oeste
2010 Jun;3,051;MT;Cuiabá;Centro Oeste
2010 Jul;1,9608;MT;Cuiabá;Centro Oeste
2010 Aug;2,6322;MT;Cuiabá;Centro Oeste
2010 Sep;2,1457;MT;Cuiabá;Centro Oeste
2010 Oct;4,5406;MT;Cuiabá;Centro Oeste
2010 Nov;2,243;MT;Cuiabá;Centro Oeste
2010 Dec;3,6658;MT;Cuiabá;Centro Oeste
2011 Jan;3,1297;MT;Cuiabá;Centro Oeste
2011 Feb;2,1204;MT;Cuiabá;Centro Oeste
2011 Mar;2,7755;MT;Cuiabá;Centro Oeste
2011 Apr;3,6315;MT;Cuiabá;Centro Oeste
2011 May;2,7875;MT;Cuiabá;Centro Oeste
2011 Jun;4,1647;MT;Cuiabá;Centro Oeste
2011 Jul;4,254;MT;Cuiabá;Centro Oeste
2011 Aug;2,3062;MT;Cuiabá;Centro Oeste
2011 Sep;2,6054;MT;Cuiabá;Centro Oeste
2011 Oct;2,2751;MT;Cuiabá;Centro Oeste
2011 Nov;1,6416;MT;Cuiabá;Centro Oeste
2011 Dec;2,7326;MT;Cuiabá;Centro Oeste
2012 Jan;3,5336;MT;Cuiabá;Centro Oeste
2012 Feb;2,3315;MT;Cuiabá;Centro Oeste
2012 Mar;1,9486;MT;Cuiabá;Centro Oeste
2012 Apr;2,6341;MT;Cuiabá;Centro Oeste
2012 May;2,0156;MT;Cuiabá;Centro Oeste
2012 Jun;1,7263;MT;Cuiabá;Centro Oeste
2012 Jul;2,2632;MT;Cuiabá;Centro Oeste
2012 Aug;1,3926;MT;Cuiabá;Centro Oeste
2012 Sep;2,9749;MT;Cuiabá;Centro Oeste
2012 Oct;1,53;MT;Cuiabá;Centro Oeste
2012 Nov;2,639;MT;Cuiabá;Centro Oeste
2012 Dec;1,9254;MT;Cuiabá;Centro Oeste
2013 Jan;2,6183;MT;Cuiabá;Centro Oeste
2013 Feb;2,017;MT;Cuiabá;Centro Oeste
2013 Mar;2,7079;MT;Cuiabá;Centro Oeste
2013 Apr;2,8464;MT;Cuiabá;Centro Oeste
2013 May;2,9438;MT;Cuiabá;Centro Oeste
2013 Jun;1,387;MT;Cuiabá;Centro Oeste
2013 Jul;2,3467;MT;Cuiabá;Centro Oeste
2013 Aug;3,6096;MT;Cuiabá;Centro Oeste
2013 Sep;2,5379;MT;Cuiabá;Centro Oeste
2013 Oct;2,5203;MT;Cuiabá;Centro Oeste
2013 Nov;2,1792;MT;Cuiabá;Centro Oeste
2013 Dec;1,7016;MT;Cuiabá;Centro Oeste
2014 Jan;2,2267;MT;Cuiabá;Centro Oeste
2014 Feb;2,8184;MT;Cuiabá;Centro Oeste
2014 Mar;1,2276;MT;Cuiabá;Centro Oeste
2014 Apr;2,6083;MT;Cuiabá;Centro Oeste
2014 May;1,9718;MT;Cuiabá;Centro Oeste
2014 Jun;1,4703;MT;Cuiabá;Centro Oeste
2014 Jul;2,7564;MT;Cuiabá;Centro Oeste
2014 Aug;3,3053;MT;Cuiabá;Centro Oeste
2014 Sep;2,6835;MT;Cuiabá;Centro Oeste
2014 Oct;1,5613;MT;Cuiabá;Centro Oeste
2014 Nov;3,0792;MT;Cuiabá;Centro Oeste
2014 Dec;2,8639;MT;Cuiabá;Centro Oeste
2015 Jan;1,8043;MT;Cuiabá;Centro Oeste
2015 Feb;1,6453;MT;Cuiabá;Centro Oeste
2015 Mar;1,8032;MT;Cuiabá;Centro Oeste
2015 Apr;2,1446;MT;Cuiabá;Centro Oeste
2015 May;2,2214;MT;Cuiabá;Centro Oeste
2015 Jun;2,1112;MT;Cuiabá;Centro Oeste
2015 Jul;1,793;MT;Cuiabá;Centro Oeste
2015 Aug;1,4244;MT;Cuiabá;Centro Oeste
2015 Sep;2,3794;MT;Cuiabá;Centro Oeste
2015 Oct;1,6108;MT;Cuiabá;Centro Oeste
2015 Nov;1,4692;MT;Cuiabá;Centro Oeste
2015 Dec;1,4201;MT;Cuiabá;Centro Oeste
2016 Jan;0,805;MT;Cuiabá;Centro Oeste
2016 Feb;1,9199;MT;Cuiabá;Centro Oeste
2016 Mar;1,9711;MT;Cuiabá;Centro Oeste
2016 Apr;1,9359;MT;Cuiabá;Centro Oeste
2016 May;1,924;MT;Cuiabá;Centro Oeste
2016 Jun;2,0188;MT;Cuiabá;Centro Oeste
2016 Jul;3,2806;MT;Cuiabá;Centro Oeste
2016 Aug;2,4422;MT;Cuiabá;Centro Oeste
2016 Sep;1,0609;MT;Cuiabá;Centro Oeste
2016 Oct;2,9412;MT;Cuiabá;Centro Oeste
2016 Nov;1,7418;MT;Cuiabá;Centro Oeste
2016 Dec;1,0155;MT;Cuiabá;Centro Oeste
2017 Jan;1,2969;MT;Cuiabá;Centro Oeste
2017 Feb;1,7026;MT;Cuiabá;Centro Oeste
2017 Mar;2,1366;MT;Cuiabá;Centro Oeste
2017 Apr;2,3319;MT;Cuiabá;Centro Oeste
2017 May;1,5995;MT;Cuiabá;Centro Oeste
2017 Jun;2,4998;MT;Cuiabá;Centro Oeste
2017 Jul;2,7719;MT;Cuiabá;Centro Oeste
2017 Aug;1,7935;MT;Cuiabá;Centro Oeste
2017 Sep;1,7042;MT;Cuiabá;Centro Oeste
2017 Oct;0,9777;MT;Cuiabá;Centro Oeste
2017 Nov;1,8821;MT;Cuiabá;Centro Oeste
2017 Dec;1,7708;MT;Cuiabá;Centro Oeste
2018 Jan;1,4246;MT;Cuiabá;Centro Oeste
2018 Feb;2,0769;MT;Cuiabá;Centro Oeste
2018 Mar;2,3842;MT;Cuiabá;Centro Oeste
2018 Apr;1,3954;MT;Cuiabá;Centro Oeste
2018 May;1,616;MT;Cuiabá;Centro Oeste
2018 Jun;1,9956;MT;Cuiabá;Centro Oeste
2018 Jul;1,3974;MT;Cuiabá;Centro Oeste
2018 Aug;2,3143;MT;Cuiabá;Centro Oeste
2018 Sep;1,9354;MT;Cuiabá;Centro Oeste
2018 Oct;2,7869;MT;Cuiabá;Centro Oeste
2018 Nov;1,1152;MT;Cuiabá;Centro Oeste
2018 Dec;2,8371;MT;Cuiabá;Centro Oeste
2019 Jan;1,1083;MT;Cuiabá;Centro Oeste
2019 Feb;0,4941;MT;Cuiabá;Centro Oeste
2019 Mar;0,8203;MT;Cuiabá;Centro Oeste
2019 Apr;1,721;MT;Cuiabá;Centro Oeste
2019 May;1,5072;MT;Cuiabá;Centro Oeste
2019 Jun;0,9489;MT;Cuiabá;Centro Oeste
2019 Jul;0,8255;MT;Cuiabá;Centro Oeste
2019 Aug;1,5483;MT;Cuiabá;Centro Oeste
2019 Sep;1,1225;MT;Cuiabá;Centro Oeste
2019 Oct;1,2954;MT;Cuiabá;Centro Oeste
2019 Nov;1,9091;MT;Cuiabá;Centro Oeste
2019 Dec;1,9599;MT;Cuiabá;Centro Oeste
2020 Jan;1,6284;MT;Cuiabá;Centro Oeste
2020 Feb;1,2495;MT;Cuiabá;Centro Oeste
2020 Mar;2,8233;MT;Cuiabá;Centro Oeste
2020 Apr;1,0332;MT;Cuiabá;Centro Oeste
2020 May;1,0997;MT;Cuiabá;Centro Oeste
2020 Jun;1,5475;MT;Cuiabá;Centro Oeste
2020 Jul;1,4517;MT;Cuiabá;Centro Oeste
2020 Aug;3,1817;MT;Cuiabá;Centro Oeste
2020 Sep;2,2627;MT;Cuiabá;Centro Oeste
2020 Oct;2,0852;MT;Cuiabá;Centro Oeste
2020 Nov;1,5432;MT;Cuiabá;Centro Oeste
2020 Dec;1,165;MT;Cuiabá;Centro Oeste
2000 Jan;2,5711;GO;Goiânia;Centro Oeste
2000 Feb;1,9791;GO;Goiânia;Centro Oeste
2000 Mar;3,0626;GO;Goiânia;Centro Oeste
2000 Apr;3,3349;GO;Goiânia;Centro Oeste
2000 May;2,6986;GO;Goiânia;Centro Oeste
2000 Jun;2,4697;GO;Goiânia;Centro Oeste
2000 Jul;3,382;GO;Goiânia;Centro Oeste
2000 Aug;2,2498;GO;Goiânia;Centro Oeste
2000 Sep;2,8974;GO;Goiânia;Centro Oeste
2000 Oct;2,6944;GO;Goiânia;Centro Oeste
2000 Nov;3,0888;GO;Goiânia;Centro Oeste
2000 Dec;2,274;GO;Goiânia;Centro Oeste
2001 Jan;1,8542;GO;Goiânia;Centro Oeste
2001 Feb;2,178;GO;Goiânia;Centro Oeste
2001 Mar;2,1385;GO;Goiânia;Centro Oeste
2001 Apr;2,704;GO;Goiânia;Centro Oeste
2001 May;2,0571;GO;Goiânia;Centro Oeste
2001 Jun;2,1352;GO;Goiânia;Centro Oeste
2001 Jul;3,0351;GO;Goiânia;Centro Oeste
2001 Aug;2,1255;GO;Goiânia;Centro Oeste
2001 Sep;2,8487;GO;Goiânia;Centro Oeste
2001 Oct;3,0679;GO;Goiânia;Centro Oeste
2001 Nov;2,5199;GO;Goiânia;Centro Oeste
2001 Dec;2,5067;GO;Goiânia;Centro Oeste
2002 Jan;2,0799;GO;Goiânia;Centro Oeste
2002 Feb;1,9408;GO;Goiânia;Centro Oeste
2002 Mar;2,132;GO;Goiânia;Centro Oeste
2002 Apr;3,0975;GO;Goiânia;Centro Oeste
2002 May;2,6552;GO;Goiânia;Centro Oeste
2002 Jun;2,3711;GO;Goiânia;Centro Oeste
2002 Jul;3,0705;GO;Goiânia;Centro Oeste
2002 Aug;3,0623;GO;Goiânia;Centro Oeste
2002 Sep;2,2946;GO;Goiânia;Centro Oeste
2002 Oct;2,6504;GO;Goiânia;Centro Oeste
2002 Nov;2,6749;GO;Goiânia;Centro Oeste
2002 Dec;2,8956;GO;Goiânia;Centro Oeste
2003 Jan;4,0646;GO;Goiânia;Centro Oeste
2003 Feb;2,6192;GO;Goiânia;Centro Oeste
2003 Mar;2,4749;GO;Goiânia;Centro Oeste
2003 Apr;2,1293;GO;Goiânia;Centro Oeste
2003 May;2,944;GO;Goiânia;Centro Oeste
2003 Jun;3,9489;GO;Goiânia;Centro Oeste
2003 Jul;1,9825;GO;Goiânia;Centro Oeste
2003 Aug;2,9457;GO;Goiânia;Centro Oeste
2003 Sep;2,3444;GO;Goiânia;Centro Oeste
2003 Oct;3,6645;GO;Goiânia;Centro Oeste
2003 Nov;3,8968;GO;Goiânia;Centro Oeste
2003 Dec;3,1192;GO;Goiânia;Centro Oeste
2004 Jan;2,4919;GO;Goiânia;Centro Oeste
2004 Feb;2,5329;GO;Goiânia;Centro Oeste
2004 Mar;2,8284;GO;Goiânia;Centro Oeste
2004 Apr;3,5839;GO;Goiânia;Centro Oeste
2004 May;2,9579;GO;Goiânia;Centro Oeste
2004 Jun;2,5265;GO;Goiânia;Centro Oeste
2004 Jul;2,329;GO;Goiânia;Centro Oeste
2004 Aug;3,3004;GO;Goiânia;Centro Oeste
2004 Sep;2,9023;GO;Goiânia;Centro Oeste
2004 Oct;1,6839;GO;Goiânia;Centro Oeste
2004 Nov;2,6265;GO;Goiânia;Centro Oeste
2004 Dec;2,9275;GO;Goiânia;Centro Oeste
2005 Jan;1,912;GO;Goiânia;Centro Oeste
2005 Feb;2,0333;GO;Goiânia;Centro Oeste
2005 Mar;2,8099;GO;Goiânia;Centro Oeste
2005 Apr;2,029;GO;Goiânia;Centro Oeste
2005 May;3,3639;GO;Goiânia;Centro Oeste
2005 Jun;1,9804;GO;Goiânia;Centro Oeste
2005 Jul;2,7192;GO;Goiânia;Centro Oeste
2005 Aug;2,4019;GO;Goiânia;Centro Oeste
2005 Sep;2,4288;GO;Goiânia;Centro Oeste
2005 Oct;2,8834;GO;Goiânia;Centro Oeste
2005 Nov;1,6318;GO;Goiânia;Centro Oeste
2005 Dec;2,6142;GO;Goiânia;Centro Oeste
2006 Jan;2,6171;GO;Goiânia;Centro Oeste
2006 Feb;2,0023;GO;Goiânia;Centro Oeste
2006 Mar;1,7718;GO;Goiânia;Centro Oeste
2006 Apr;1,9873;GO;Goiânia;Centro Oeste
2006 May;2,5608;GO;Goiânia;Centro Oeste
2006 Jun;2,183;GO;Goiânia;Centro Oeste
2006 Jul;1,7635;GO;Goiânia;Centro Oeste
2006 Aug;2,8899;GO;Goiânia;Centro Oeste
2006 Sep;1,5337;GO;Goiânia;Centro Oeste
2006 Oct;3,0212;GO;Goiânia;Centro Oeste
2006 Nov;2,1611;GO;Goiânia;Centro Oeste
2006 Dec;2,1889;GO;Goiânia;Centro Oeste
2007 Jan;1,7501;GO;Goiânia;Centro Oeste
2007 Feb;1,6336;GO;Goiânia;Centro Oeste
2007 Mar;2,6646;GO;Goiânia;Centro Oeste
2007 Apr;1,5288;GO;Goiânia;Centro Oeste
2007 May;2,7964;GO;Goiânia;Centro Oeste
2007 Jun;3,3129;GO;Goiânia;Centro Oeste
2007 Jul;2,3137;GO;Goiânia;Centro Oeste
2007 Aug;2,0543;GO;Goiânia;Centro Oeste
2007 Sep;2,7992;GO;Goiânia;Centro Oeste
2007 Oct;3,057;GO;Goiânia;Centro Oeste
2007 Nov;1,6482;GO;Goiânia;Centro Oeste
2007 Dec;2,5927;GO;Goiânia;Centro Oeste
2008 Jan;1,5283;GO;Goiânia;Centro Oeste
2008 Feb;1,6228;GO;Goiânia;Centro Oeste
2008 Mar;2,323;GO;Goiânia;Centro Oeste
2008 Apr;1,984;GO;Goiânia;Centro Oeste
2008 May;1,8637;GO;Goiânia;Centro Oeste
2008 Jun;2,8524;GO;Goiânia;Centro Oeste
2008 Jul;2,556;GO;Goiânia;Centro Oeste
2008 Aug;1,4295;GO;Goiânia;Centro Oeste
2008 Sep;2,3026;GO;Goiânia;Centro Oeste
2008 Oct;2,4848;GO;Goiânia;Centro Oeste
2008 Nov;1,6145;GO;Goiânia;Centro Oeste
2008 Dec;1,6182;GO;Goiânia;Centro Oeste
2009 Jan;1,9269;GO;Goiânia;Centro Oeste
2009 Feb;3,0854;GO;Goiânia;Centro Oeste
2009 Mar;2,1991;GO;Goiânia;Centro Oeste
2009 Apr;2,8228;GO;Goiânia;Centro Oeste
2009 May;2,2675;GO;Goiânia;Centro Oeste
2009 Jun;2,2938;GO;Goiânia;Centro Oeste
2009 Jul;2,0853;GO;Goiânia;Centro Oeste
2009 Aug;2,5539;GO;Goiânia;Centro Oeste
2009 Sep;2,0247;GO;Goiânia;Centro Oeste
2009 Oct;2,3204;GO;Goiânia;Centro Oeste
2009 Nov;1,4107;GO;Goiânia;Centro Oeste
2009 Dec;2,8937;GO;Goiânia;Centro Oeste
2010 Jan;1,6707;GO;Goiânia;Centro Oeste
2010 Feb;1,608;GO;Goiânia;Centro Oeste
2010 Mar;2,5636;GO;Goiânia;Centro Oeste
2010 Apr;2,8296;GO;Goiânia;Centro Oeste
2010 May;3,1086;GO;Goiânia;Centro Oeste
2010 Jun;2,5817;GO;Goiânia;Centro Oeste
2010 Jul;3,4856;GO;Goiânia;Centro Oeste
2010 Aug;3,6029;GO;Goiânia;Centro Oeste
2010 Sep;1,9326;GO;Goiânia;Centro Oeste
2010 Oct;2,1547;GO;Goiânia;Centro Oeste
2010 Nov;2,4448;GO;Goiânia;Centro Oeste
